True_Label,Pred_Prob
0,0.38075984
0,0.07743297
0,0.18680105
0,0.11135871
0,0.049884014
0,0.08542915
0,0.1536851
0,0.07431934
0,0.7662364
0,0.094251536
0,0.308813
0,0.79289126
0,0.12159053
0,0.046541195
0,0.9937518
0,0.18015459
0,0.99866617
0,0.07304035
0,5.4071275e-05
0,0.15291524
0,0.12854257
0,0.52340275
0,0.12905015
0,0.11142349
0,0.07578846
0,0.032946117
0,0.13716505
0,0.024015926
0,0.25126275
0,0.07404422
0,0.1521455
0,0.04657714
0,0.036169395
0,0.03546952
0,0.3653665
0,0.0036942973
0,0.005598795
0,0.0019404275
0,0.007911325
0,0.0022591043
0,0.37452516
0,0.0028868702
0,0.0026379393
0,0.0005718017
0,0.70981693
0,0.9443937
0,0.12318036
0,0.32352963
0,0.6009914
0,0.067603536
0,0.18843745
0,0.024570938
0,0.9767915
0,0.05064329
0,0.058639612
0,0.0022658564
0,0.9941187
0,0.07958933
0,0.010788043
0,0.14449891
0,0.0011511724
0,0.5500816
0,0.13678457
0,0.0005460219
0,0.0041050203
0,0.0017850982
0,0.019114766
0,0.48543766
0,0.015406792
0,0.09059615
0,0.0063073314
0,0.015042473
0,0.02881968
0,0.004597781
0,0.0028019368
0,0.1201239
0,0.009331668
0,0.015303753
0,0.0022359192
0,0.0037758886
0,0.10353715
0,0.0048070536
0,0.0025432752
0,0.03385768
0,0.0008538902
0,0.14652947
0,0.012377605
0,0.029785363
0,0.059627585
0,0.1419257
0,0.0017546763
0,0.018847225
0,0.0017199896
0,0.03820024
0,0.17542927
0,0.17542927
0,0.008714396
0,0.16902855
0,0.31138715
0,0.054838426
0,0.006588716
0,0.13532628
0,0.004070164
0,0.1447903
0,0.21548481
0,0.26736015
0,0.004527768
0,0.0013980058
0,0.011539382
0,0.22577006
0,0.015554581
0,0.009381723
0,0.0005157452
0,0.25367293
0,0.0135459425
0,0.16799392
0,0.06639707
0,0.7129303
0,0.7129303
0,0.9945387
0,0.9579516
0,0.9949026
0,0.7570291
0,0.9862862
0,0.90736425
0,0.0043544592
0,0.9745059
0,0.88615716
0,0.57833964
0,0.99800295
0,0.84867275
0,0.806515
0,0.76344997
0,0.9943593
0,0.9985141
0,0.9673122
0,0.98045945
0,0.5008093
0,0.25502267
0,0.25502264
0,0.99826777
0,0.08466055
0,0.7748116
0,0.99190557
0,0.99992144
0,0.72871727
0,0.85368323
0,0.23479316
0,0.010704508
0,0.09587338
0,0.00440488
0,0.018131642
0,0.07367031
0,0.63807255
0,0.0430134
0,0.0021414573
0,0.11086217
0,0.0064857253
0,0.222184
0,0.71283257
0,0.47414115
0,0.009645606
0,0.0017858385
0,0.12491343
0,0.019852554
0,0.058922365
0,0.5019191
0,0.06634848
0,0.30632865
0,0.008669169
0,0.0023377414
0,0.491061
0,0.0558056
0,0.44467047
0,0.3088883
0,0.00047503426
0,0.00076876977
0,0.0016728553
0,0.040557753
0,0.012651547
0,0.024486754
0,0.7390357
0,0.07874107
0,0.08309402
0,0.025278265
0,0.00020263251
0,0.5950639
0,0.0017408825
0,0.09990421
0,0.007998945
0,0.2820256
0,0.0016428046
0,0.0018843488
0,0.98369056
0,0.009693443
0,0.117282785
0,0.056023486
0,0.15966189
0,0.17596665
0,0.004335568
0,0.98059195
0,0.050716612
0,0.15051344
0,0.013604713
0,0.023928635
0,0.05230777
0,0.00078576326
0,0.093593076
0,0.0027576932
0,0.9726423
0,0.048936214
0,0.0068373303
0,0.0004324676
0,0.12889868
0,0.0047345334
0,0.061621975
0,0.039368834
0,0.40248033
0,0.21471268
0,0.5102771
0,0.66892654
0,0.7030254
0,0.12408149
0,0.6386672
0,0.0040841615
0,0.066332765
0,0.48055196
0,0.033587415
0,0.9619457
0,0.031904243
0,0.6326065
0,0.107989974
0,0.08674782
0,0.453725
1,0.92869467
1,0.80342823
1,0.99940777
1,0.9995497
1,0.99984884
1,0.99847084
1,0.99906677
1,0.9999752
1,0.9989843
1,0.9950814
1,0.99996436
1,0.9899795
1,0.9999937
1,0.9968617
1,0.9578912
1,0.97875583
1,0.99994445
1,0.96062976
1,0.994611
1,0.9973079
1,0.409325
1,0.9946837
1,0.9992551
1,0.9971679
1,0.9671587
1,0.99866164
1,0.99990606
1,0.9996532
1,0.99994695
1,0.9942432
1,0.9756404
1,0.9983197
1,0.99998844
1,0.9923265
1,0.99999523
1,0.99911994
1,0.9980825
1,0.99768364
1,0.9940771
1,0.9999738
1,0.9999268
1,0.9999118
1,0.9637534
1,0.98860544
1,0.9592917
1,0.9967529
1,0.99708813
1,0.7032362
1,0.49327815
1,0.9829494
1,0.9664034
1,0.99998844
1,0.9980478
1,0.6156771
1,0.3502575
1,0.9976374
1,0.9839459
1,0.99997437
1,0.9999335
1,0.99094754
1,0.99384934
1,0.99989545
1,0.99803585
1,0.9986499
1,0.9691431
1,0.685485
1,0.9999764
1,0.9989427
1,0.9409925
1,0.9995338
1,0.9997652
1,0.98039126
1,0.9999331
1,0.992442
1,0.9913537
1,0.9812517
1,0.9988148
1,0.9902811
1,0.9999894
1,0.9998671
1,0.9999896
1,0.99986637
1,0.9996087
1,0.5146321
1,0.99995065
1,0.99857676
1,0.99857676
1,0.9012933
1,0.86182046
1,0.9984598
1,0.9949891
1,0.9560921
1,0.99297285
1,0.999718
1,0.9998118
1,0.9996867
1,0.9988896
1,0.99922526
1,0.9963471
1,0.99653804
1,0.5956636
1,0.99451387
1,0.46774626
1,0.92733943
1,0.92733943
1,0.9995604
1,0.99927074
1,0.9844301
1,0.99892235
1,0.9999865
1,0.9987262
1,0.819204
1,0.99893206
1,0.9303066
1,0.28500113
1,0.97382843
1,0.9998716
1,0.99999106
1,0.99643
1,0.9999968
1,0.99983037
1,0.6315113
1,0.97545695
1,0.56266433
1,0.9997794
1,0.99997926
1,0.985641
1,0.9999844
1,0.9998963
1,0.38474852
1,0.9998192
1,0.9885993
1,0.99804085
1,0.97564316
1,0.9530703
1,0.99968886
1,0.9972812
1,0.6094594
1,0.99689627
1,0.944767
1,0.9998086
1,0.9944595
1,0.98818064
1,0.9829978
1,0.92764
1,0.9619801
1,0.9998671
1,0.9998242
1,0.31363454
1,0.9999839
1,0.977566
1,0.9970583
1,0.9998497
1,0.9968334
1,0.37913898
1,0.99988055
1,0.06003628
1,0.018770767
1,0.97355855
1,0.3878366
1,0.9997824
1,0.9995691
1,0.9975116
1,0.8781937
1,0.99971396
1,0.99994457
1,0.99981433
1,0.7736974
1,0.99999213
1,0.99936205
1,0.076617755
1,0.17867538
1,0.9473179
1,0.9994615
1,0.9998907
1,0.99964607
1,0.95141166
1,0.99972254
1,0.9999312
1,0.99964213
1,0.9991417
1,0.45255244
1,0.9996848
1,0.37612495
1,0.99852717
1,0.9999809
1,0.98563623
1,0.9995474
1,0.9998184
1,0.9999976
1,0.9744838
1,0.9984402
1,0.9997193
1,0.99827576
1,0.9998692
1,0.99955815
1,0.98367393
1,0.9642989
1,0.9952005
1,0.9990584
1,0.9758361
1,0.9990864
1,0.9077042
1,0.9547465
1,0.97166574
1,0.9829905
1,0.9923924
1,0.91319126
1,0.9846977
1,0.998939
1,0.999706
1,0.9711369
1,0.77483535
1,0.9998833
1,0.8453595
1,0.9917429
1,0.9988568
1,0.99656135
1,0.99656135
1,0.9992741
1,0.9981185
1,0.9997756
1,0.9985549
1,0.9984548
1,0.9982461
1,0.9977956
1,0.9997098
1,0.9994758
1,0.99975556
1,0.9826403
1,0.9981206
1,0.9346905
1,0.98481756
1,0.9994685
1,0.9999399
1,0.99875736
1,0.9978655
1,0.9528094
1,0.99289787
1,0.5621311
1,0.9997943
1,0.9962817
1,0.41506693
1,0.97623706
1,0.9996276
1,0.41821322
1,0.57376146
1,0.9972567
1,0.9896135
1,0.99952626
1,0.97540116
1,0.99514455
1,0.93175375
1,0.99999714
1,0.9990502
1,0.9976884
1,0.999622
1,0.9999987
1,0.99998105
1,0.9999727
1,0.78392863
1,0.9815153
1,0.31222227
1,0.9773581
1,0.98595494
1,0.9992962
1,0.99168664
1,0.9989442
1,0.99672735
1,0.9320071
1,0.9974275
1,0.9987404
1,0.8568571
1,0.9999505
1,0.96209806
1,0.9991291
1,0.9880454
1,0.9871432
1,0.99964285
1,0.9996377
1,0.99031687
1,0.999962
1,0.99934024
1,0.9807715
1,0.9842093
1,0.5407091
1,0.99837744
1,0.8741036
1,0.99970216
1,0.9880193
1,0.9427301
1,0.90969217
1,0.99170166
1,0.9177655
1,0.99977726
1,0.7944665
1,0.8962814
1,0.9741275
1,0.9992544
1,0.99818283
1,0.9974896
1,0.9998091
1,0.96323574
1,0.99750394
1,0.99944407
1,0.9567984
1,0.9985575
1,0.8613548
1,0.99728334
1,0.9983664
1,0.99983096
1,0.9991943
1,0.9955515
1,0.99571264
1,0.99825567
1,0.9998566
1,0.9922213
1,0.95786804
1,0.99899215
1,0.99735993
1,0.99940526
1,0.9995432
1,0.9347763
1,0.9960835
1,0.9999931
1,0.99996805
1,0.9984144
1,0.9999244
1,0.9999609
1,0.9933077
1,0.9999645
1,0.9729968
1,0.9705356
1,0.89573103
1,0.9935021
1,0.99998534
1,0.9989655
1,0.98054093
1,0.99860436
1,0.9947395
1,0.9987832
1,0.99989617
1,0.99962175
1,0.999635
1,0.9935601
1,0.99925166
1,0.9965569
1,0.5097294
1,0.99679404
1,0.9912923
1,0.702598
1,0.9997038
1,0.93821055
1,0.9987128
1,0.78321666
1,0.9890977
1,0.9998443
1,0.9998846
1,0.9124775
1,0.99372053
1,0.9998404
1,0.99890924
1,0.9939539
1,0.969842
1,0.99717474
1,0.041004255
1,0.8731739
1,0.6308505
1,0.8377608
1,0.99883574
1,0.9992731
1,0.9748922
1,0.999866
1,0.99987674
1,0.9760611
1,0.9481012
1,0.99848324
1,0.9984841
1,0.7742439
1,0.9813136
1,0.9895856
1,0.99969923
1,0.99974316
1,0.9798162
1,0.9998785
1,0.987966
1,0.9966719
1,0.9973252
1,0.9925208
1,0.9263842
