True_Label,Pred_Prob
0,0.00020356824
0,0.012419141
0,0.00070854725
0,0.19517536
0,1.09556295e-05
0,8.7039484e-07
0,0.00014533791
0,0.0022849294
0,0.00016932725
0,0.40259102
0,3.833252e-08
0,0.022785908
0,2.7701456e-06
0,0.0013321083
0,0.077588394
0,3.6796126e-05
0,0.9997578
0,0.006102309
0,4.859985e-08
0,8.5431316e-07
0,0.00015592303
0,0.0008762923
0,0.020750506
0,3.5623756e-07
0,4.4082033e-05
0,7.26407e-07
0,0.0013096543
0,4.157503e-09
0,1.6053704e-07
0,0.0042353002
0,1.1305529e-05
0,0.00018605059
0,0.00097154
0,1.3796277e-07
0,0.00087228644
0,5.897751e-07
0,3.3550913e-09
0,8.3529885e-05
0,1.5790978e-05
0,1.4249623e-05
0,0.47185034
0,0.00014567091
0,1.8702991e-05
0,7.088574e-07
0,0.7270856
0,0.7087548
0,0.23308778
0,0.4016446
0,0.0042274706
0,0.035313107
0,0.030973615
0,0.00017610336
0,0.91531384
0,0.0058840243
0,0.19885401
0,3.1574496e-06
0,0.9978276
0,7.782901e-05
0,0.0007296118
0,0.001529441
0,1.7082138e-07
0,0.9966323
0,0.015719814
0,5.393714e-11
0,1.0296287e-05
0,2.7488716e-07
0,0.0018067163
0,0.33206782
0,0.00052911247
0,0.0002722413
0,9.935966e-06
0,1.0088238e-06
0,0.43958616
0,0.00068440253
0,1.6948354e-05
0,0.0011955075
0,3.1404787e-05
0,0.00079164736
0,1.9422335e-09
0,1.7343032e-06
0,0.0044854814
0,9.446316e-05
0,1.6111603e-07
0,0.97551334
0,3.2675914e-08
0,0.0053568287
0,4.0107654e-05
0,0.007889327
0,0.016365806
0,0.99666166
0,4.3679087e-09
0,4.085619e-06
0,5.1565223e-08
0,0.0047227866
0,0.0061251055
0,0.0061251055
0,9.923873e-06
0,0.6745876
0,0.5782436
0,0.00018692545
0,3.6126057e-08
0,0.32501015
0,0.019339994
0,0.019460605
0,0.64709675
0,0.002134178
0,1.000017e-06
0,7.5649643e-07
0,0.00049279263
0,0.86902475
0,0.020915782
0,2.1091351e-05
0,0.00016063462
0,0.3008115
0,0.00031873802
0,0.04979777
0,0.3621159
0,0.60023105
0,0.6002311
0,0.9999825
0,0.80569905
0,0.9999938
0,0.96593237
0,0.95809495
0,0.99943024
0,9.238216e-11
0,0.9998412
0,0.02513271
0,0.003021945
0,0.99999535
0,0.997044
0,0.025771236
0,0.6688253
0,0.9999753
0,0.99999607
0,0.83866763
0,0.999995
0,0.99627316
0,0.9965076
0,0.9965076
0,0.9999881
0,0.70835316
0,0.95665735
0,0.9995521
0,0.9999999
0,0.9735204
0,0.98397106
0,0.018344555
0,0.0657629
0,0.0061159106
0,4.537389e-07
0,0.00015292224
0,3.4216591e-06
0,0.12546217
0,6.1224e-07
0,2.5637398e-08
0,0.0020902676
0,0.01047212
0,0.0003271954
0,0.3978493
0,0.9990895
0,0.00014350773
0,6.26297e-10
0,0.013199125
0,0.037725896
0,1.0480907e-06
0,0.0100246
0,0.98780674
0,0.07974558
0,0.0034724902
0,1.0020495e-05
0,0.34429714
0,0.9813681
0,0.14006975
0,0.15134756
0,1.404733e-08
0,1.6262393e-09
0,1.6611281e-06
0,0.008399961
