True_Label,Pred_Prob
0,0.091544725
0,0.004288709
0,0.05504843
0,0.0055145067
0,0.01866624
0,5.640545e-05
0,0.0013051162
0,0.046679974
0,0.9738404
0,0.15262617
0,0.2025492
0,0.93617487
0,0.5858812
0,0.0034250272
0,0.9722936
0,0.017855043
0,0.9999858
0,0.021726932
0,7.3999377e-06
0,0.00045705226
0,0.057047643
0,0.012536475
0,0.5274614
0,8.5540254e-05
0,0.00090239116
0,0.00028341226
0,0.012848268
0,0.00043183728
0,0.003527241
0,0.2902688
0,0.06422953
0,0.0089202365
0,0.0011854775
0,5.3287367e-05
0,0.007610485
0,0.0010148576
0,2.5711699e-05
0,6.931107e-05
0,1.6609079e-06
0,0.00044985287
0,0.14559913
0,5.9721286e-05
0,6.270518e-05
0,8.381715e-08
0,0.9844901
0,0.98093307
0,0.15598837
0,0.9864979
0,0.0430454
0,0.00017708707
0,1.8758508e-05
0,9.046117e-06
0,0.9943627
0,0.008606267
0,0.10401445
0,7.2348803e-07
0,0.9995347
0,0.00082174357
0,0.0023389226
0,0.0026034082
0,2.505355e-07
0,0.1724582
0,0.9713741
0,3.4995528e-06
0,1.3629713e-06
0,1.845401e-06
0,0.06478916
0,0.9734012
0,0.26863727
0,0.006685222
0,0.0010802082
0,0.0017450916
0,0.026219776
0,0.0051660645
0,0.0006918187
0,0.035319537
0,0.025376122
0,0.0003059498
0,4.3260003e-05
0,8.859635e-05
0,0.4303182
0,0.02272631
0,0.0002826575
0,0.008792052
0,0.00037679178
0,0.24442394
0,0.012375337
0,0.015660502
0,0.058343638
0,0.08720549
0,5.214679e-05
0,0.001641008
0,0.00058457686
0,0.0071371715
0,0.42559776
0,0.42559773
0,0.016979616
0,0.117816426
0,0.010413949
0,0.023166498
0,0.001696341
0,0.16750886
0,0.0007768362
0,0.26835915
0,0.07071377
0,0.24938694
0,0.014257131
0,0.00032421507
0,0.040872596
0,0.034135576
0,0.049219016
0,0.0016614224
0,2.50045e-06
0,0.81739557
0,0.00047569902
0,0.015575565
